Brightning
"Lactic Acid,Glycolic Acid,Licorice"
Tetrahexyldecyl Ascorbate
"Glycolic Acid,Sodium Lactate"
"Lactic Acid,Bisabolol"
"Lactic Acid,Phytic Acid"
"Lactic Acid,Glycolic Acid,Phytic Acid,Reishi"
Chrysin
"Lactic Acid,Glycolic Acid"
Ascorbyl Glucoside
Glycolic Acid
Cranberry
Licorice
"Matricaria,Licorice,Chrysin,Undaria Pinnatifida Extract"
"Tetrahexyldecyl Ascorbate,Aloe Vera,Matricaria"
Sodium Lactate
"Licorice,fruit,Ginkgo Biloba"
Bisabolol
"Glycolic Acid,Licorice"
"Chrysin,Citrus Aurantifolia"
Citrus Aurantifolia
"Tetrahexyldecyl Ascorbate,Acetyl Glucosamine"
"Papaya,Citrus Aurantifolia"
"Licorice, Cider Vinegar"
"Matricaria,Chamomile"
"Ascorbic Acid (Vitamin C),Matricaria"
"Glycolic Acid,Matricaria"
"Licorice,Morus Alba Bark Extract"
"Lactic Acid,fruit,Sodium Lactate,Potassium Azeloyl Diglycinate"
"Ascorbyl Glucoside,fruit,Acetyl Glucosamine,Citrus Aurantifolia,Mulberry"
Reishi
"Tetrahexyldecyl Ascorbate,Bisabolol,Cranberry"
Strawberry
"Matricaria,Licorice"
"Licorice,Sodium Lactate"
Magnesium Ascorbyl Phosphate
Ginkgo Biloba
"Tetrahexyldecyl Ascorbate,Mulberry"
Matricaria
Ascorbyl Tetraisopalmitate
Gallic Acid
"Ascorbyl Glucoside,Magnesium Ascorbyl Phosphate"
Lactic Acid
"Glycolic Acid,Citrus Aurantifolia"
"Lactic Acid,Papaya"
"Licorice,fruit,Cranberry,Pearl Powder"
"Sodium Lactate,Chamomile"
"Lactic Acid,Ascorbyl Tetraisopalmitate"
Acetyl Glucosamine
"Lactic Acid,Glycolic Acid,Licorice,Magnesium Ascorbyl Phosphate,Morus Alba Bark Extract"
"Tetrahexyldecyl Ascorbate,Phytic Acid,Cranberry,Resveratrol"
"Matricaria,Licorice,fruit"
"Tetrahexyldecyl Ascorbate,Acetyl Glucosamine,Cranberry,Citrus Aurantifolia"
"Tetrahexyldecyl Ascorbate,Citrus Aurantifolia"
Hydroquinone
"Lactic Acid,Aloe Vera,Papaya"
"Lactic Acid,Glycolic Acid,Matricaria,Bisabolol,Glutathione,Phytic Acid,Potassium Azeloyl Diglycinate"
"Lactic Acid,Matricaria,Licorice,fruit,Ascorbyl Tetraisopalmitate,Chrysin"
Papaya
"Lactic Acid,Glycolic Acid,Matricaria,Licorice,Sodium Lactate,Citrus Aurantifolia"
Chamomile
"fruit,Magnesium Ascorbyl Phosphate"
"Glycolic Acid,fruit"
"Tetrahexyldecyl Ascorbate,Glutathione"
"Lactic Acid,Reishi"
"Lactic Acid,Licorice"
"Aloe Vera,Sodium Lactate"
"Ascorbyl Tetraisopalmitate,Cranberry"
Nasturtium
"Ascorbic Acid (Vitamin C),Aloe Vera,Matricaria"
"Lactic Acid,Cucumis Melo Cantalupensis Fruit Extract"
"Lactic Acid,Ascorbyl Glucoside,Ferulic Acid"
"Bisabolol,Ascorbyl Tetraisopalmitate"
Arbutin
"Glycolic Acid,Ferulic Acid,Licorice,Morus Alba Bark Extract,Potassium Azeloyl Diglycinate"
"Chrysin,Dimethylmethoxy Chromanol"
"Ascorbic Acid (Vitamin C),Glycolic Acid,Aloe Vera,Matricaria"
"Lactic Acid,Glycolic Acid,Ascorbyl Glucoside,Matricaria"
"Licorice,Acetyl Glucosamine,Citrus Aurantifolia"
"Bisabolol,Resveratrol"
"Papaya,Strawberry"
Undaria Pinnatifida Extract
"Matricaria,Bisabolol"
"Ferulic Acid,Licorice,Acetyl Glucosamine,Genistein"
"Lactic Acid,Tetrahexyldecyl Ascorbate,Undaria Pinnatifida Extract"
"Lactic Acid,Matricaria"
"Lactic Acid,Aloe Vera"
"Glycolic Acid,Tetrahexyldecyl Ascorbate,Ascorbyl Glucoside"
Parsley
Cucumis Melo Cantalupensis Fruit Extract
"Lactic Acid,Glycolic Acid,fruit,Papaya"
"Tetrahexyldecyl Ascorbate,Bisabolol"
"Lactic Acid,Glycolic Acid,Licorice,Sodium Lactate"
"Sodium Lactate,Undaria Pinnatifida Extract"
Pearl Powder
"Lactic Acid,Glycolic Acid,Tetrahexyldecyl Ascorbate,Ascorbyl Glucoside,Magnesium Ascorbyl Phosphate"
"Licorice,Bisabolol,Sodium Lactate"
"Matricaria,Sodium Lactate"
"Glycolic Acid,Ascorbyl Glucoside,Phenylethyl Resorcinol"
Mulberry
"Glycolic Acid,fruit,Citrus Aurantifolia"
"Sodium Lactate,Citrus Aurantifolia"
"Lactic Acid,Glycolic Acid,Ferulic Acid,Aloe Vera,Matricaria"
"Matricaria,Phytic Acid"
"Sodium Lactate,Ginkgo Biloba"
"Tetrahexyldecyl Ascorbate,Licorice"
"Matricaria,Ginkgo Biloba"
"Ascorbyl Glucoside,Undecylenoyl Phenylalanine"
"Lactic Acid,Sodium Lactate"
"Tetrahexyldecyl Ascorbate,Ascorbyl Glucoside,Licorice,Bisabolol"
"Ferulic Acid,Morus Alba Bark Extract"
"Tetrahexyldecyl Ascorbate,Sodium Lactate,Acetyl Glucosamine"
"Ascorbyl Glucoside,Aloe Vera"
Serenoa Serrulata Fruit Extract
Aloe Vera
"Lactic Acid,Ascorbyl Tetraisopalmitate,Resveratrol"
Phytic Acid
"Tetrahexyldecyl Ascorbate,Matricaria,Magnesium Ascorbyl Phosphate,Ginkgo Biloba"
